PCardID,PName,Sex,Age
610331194410091711,袁思远              ,1,76
610331194712120098,孙紫阳              ,1,73
610331194906080004,黄阿凤              ,0,71
610331195402250158,袁世锋              ,1,66
610331196803163818,阮如忠              ,1,52
610331197403181122,佃丹娜              ,0,46
610331198711160432,柴鑫                ,1,33
610331199506280632,胡安友              ,1,25
610331199911100543,张秀梅              ,0,21
610331200201224977,陈锦鲂              ,1,18
610331200509104218,胡佃龙              ,1,15
61033120130924152X,施娟                ,0,7
610402193909093555,杨鲮锦              ,1,81
610402194108053881,陆婷婷              ,0,79
610402194811241921,谢柳芳              ,0,72
610402196207063160,陈彩兰              ,0,58
610402197108112718,赵嘉麟              ,1,49
610402198509264522,纪萍                ,0,35
610402199903300813,张祥跃              ,1,21
610402200010311000,吕晋晶              ,0,20
610402200210072833,孟庆福              ,1,18
610402200406290621,陈玉芹              ,0,16
610403193601050088,黄志英              ,0,84
610403194005212997,张承新              ,1,80
610403194804131691,黄吴翱              ,1,72
610403195012070653,蔡辉良              ,1,70
610403197604101440,梁彩琼              ,0,44
610403198012222294,钱柯华              ,1,40
610403199510160211,吴添                ,1,25
610403200410262339,李树凯              ,1,16
61040320150620201X,陈晓琦              ,1,5
610404193701184821,谢翠萍              ,0,83
610404194102240718,王子超              ,1,79
610404194310032737,齐文山              ,1,77
610404194805032800,丘薇                ,0,72
610404195610235004,吴秀蕾              ,0,64
610404199003273103,蓝玉梅              ,0,30
610404201508281424,陈花                ,0,5
610422195701083512,马云华              ,1,63
610422195708200603,胡丽英              ,0,63
610422196007123216,陈从进              ,1,60
610422197910174057,王东方              ,1,41
610422199602211601,苏婷婷              ,0,24
61042220081216137X,任宝忠              ,1,12
610422201208284212,李新伟              ,1,8
610422201706282017,任央                ,1,3
61042319340308109X,余妙奇              ,1,86
610423194004300552,于明博              ,1,80
610423194312024895,冯俊                ,1,77
610423195410183923,俞燕萍              ,0,66
610423195712112135,吴建利              ,1,63
610423197107153069,张冬萍              ,0,49
610423197502224525,高玉兰              ,0,45
610423198311173782,徐慧君              ,0,37
610423199306124091,袁康林              ,1,27
610423200603154372,田大存              ,1,14
610423201106162173,曾紫重              ,1,9
610423201409052721,孙亦婷              ,0,6
610423201610262771,张思龙              ,1,4
610424193502183477,周辉铨              ,1,85
610424193805040238,孙小锋              ,1,82
610424195112300876,何斌                ,1,69
610424195803200508,李国琴              ,0,62
610424196503010504,高园园              ,0,55
61042419650724392X,王莉丽              ,0,55
610424196710191889,朱菊青              ,0,53
610424200105141911,钟春林              ,1,19
610424200304141164,高宝兰              ,0,17
610425193805292490,王志                ,1,82
610425193911201791,李运伟              ,1,81
610425196508222334,周志立              ,1,55
610425196808182071,陈为                ,1,52
610425197607201410,叶柳佳              ,1,44
610425198010092316,陈奇方              ,1,40
610425198606042029,胡水芬              ,0,34
610425198902213232,王明                ,1,31
610425199104220571,邱霆                ,1,29
610425200101160150,黄凯                ,1,19
610425200404142822,陈钰                ,0,16
610425201403200888,方群英              ,0,6
61042619371128375X,盛国纪              ,1,83
610426194205183099,郑国峰              ,1,78
610426195707291692,田述宝              ,1,63
610426196405084852,胡传抚              ,1,56
610426196912301428,胡顺敏              ,0,51
610426197202251432,陈继生              ,1,48
610426197807261422,梁平                ,0,42
61042619860429347X,赵兴林              ,1,34
610426198710054923,顾吉                ,0,33
610426199605241115,徐书伟              ,1,24
610426200612080458,董服康              ,1,14
610426200807222049,吴玲娟              ,0,12
610426201510101355,王吉宁              ,1,5
610428195601041751,陈汉云              ,1,64
610428196903044733,戎长法              ,1,51
610428197211271358,王一春              ,1,48
610428198212202674,刘伟忠              ,1,38
610428200009042759,吴松林              ,1,20
61042820170916185X,舒建宏              ,1,3
610429193209173167,吕梅                ,0,88
610429195303232134,陈作华              ,1,67
610429195310102792,王梁                ,1,67
610429196504142412,单晓波              ,1,55
61042919670626088X,秦建芳              ,0,53
610429197112032702,曹萍萍              ,0,49
610429198011053357,程玉海              ,1,40
610429198512060838,杨尚坛              ,1,35
610429201106103681,门美                ,0,9
610429201607030257,陶杨                ,1,4
610430193704124499,丛贺龙              ,1,83
610430194912011231,王建明              ,1,71
610430196008063366,何莉莉              ,0,60
610430197705014759,叶俊俊              ,1,43
61043020030427049X,徐圣泉              ,1,17
610430200707101885,赵力平              ,0,13
610430201505010728,张海英              ,0,5
610430201704193870,吴晓林              ,1,3
610431195006204913,高悦然              ,1,70
610431195112280688,陈新凤              ,0,69
610431196310153158,张远鑫              ,1,57
610431196407300257,缪建明              ,1,56
610431196811213825,贺会娟              ,0,52
61043119701029106X,董士莉              ,0,50
61048119400926120X,张靖                ,0,80
610481194410144990,于天宏              ,1,76
610481196703282026,周文凤              ,0,53
610481197402272531,王晓斌              ,1,46
610481197412070335,罗宝华              ,1,46
610481198112304763,黄艳芬              ,0,39
61048120040723407X,竺能炳              ,1,16
610482193210134191,程国概              ,1,88
610482193811300909,董传平              ,0,82
610482194206294381,张伟芳              ,0,78
610482195308074798,郭艺                ,1,67
610482196002181173,何如                ,1,60
610482196611252395,倪伟                ,1,54
610482196801281277,李晓星              ,1,52
610482197110051557,杨新沂              ,1,49
610482198602021404,胡海燕              ,0,34
61048219880110048X,李彩红              ,0,32
610482199610060889,王润平              ,0,24
610482199812170138,蔺良                ,1,22
610502194109084140,谢晶晶              ,0,79
610502195311103928,耿晓露              ,0,67
610502196402112330,周存安              ,1,56
610502196901273737,沈军强              ,1,51
610502197406184475,周齐                ,1,46
610502197909130639,田端正              ,1,41
610502200405120650,田雷                ,1,16
610502200704182472,安文一              ,1,13
610503193909010854,皇甫迎锋            ,1,81
610503194002022712,汤洋                ,1,80
610503194610012235,吕飞飞              ,1,74
610503198608310186,韩莉萍              ,0,34
610503201206063746,郭云英              ,0,8
610503201505304191,朱言武              ,1,5
610522193302132176,余梓梁              ,1,87
610522194611090250,周银表              ,1,74
610522195407280916,马重阳              ,1,66
610522195407282970,乐幸波              ,1,66
610522195807314089,崔付娜              ,0,62
610522196802180813,谭炳南              ,1,52
610522197001244236,叶志强              ,1,50
610522197011032069,夏儒雅              ,0,50
610522197411113650,夏峥彪              ,1,46
61052219840513496X,张丽萍              ,0,36
610522198801112535,刘会                ,1,32
610522198804213200,朱平                ,0,32
610522199410093976,王威                ,1,26
610522200112284630,贾传栋              ,1,19
610522200302261886,高群艳              ,0,17
610522201205204278,潘蕴如              ,1,8
610522201512021252,罗垂明              ,1,5
610522201609070608,陈月园              ,0,4
610523194601233832,钟晓清              ,1,74
610523194609133035,陈益                ,1,74
610523195109080357,廖永                ,1,69
610523196309101196,周炯焱              ,1,57
610523197511084910,梁海明              ,1,45
610523199510252547,王玲萍              ,0,25
610524193704140593,韩西志              ,1,83
610524193910103814,郑明生              ,1,81
610524194012244935,陈旭东              ,1,80
610524194110032784,吕静                ,0,79
610524194202264873,张晓蓬              ,1,78
610524196311173531,屠俊杰              ,1,57
610524197211304930,马安然              ,1,48
610524198910032748,庄钧雯              ,0,31
610524199511032999,王艳文              ,1,25
61052420020715177X,潘汉潮              ,1,18
610524200503241657,杨文勇              ,1,15
610524201411242112,许辉辉              ,1,6
610525193308093023,郁玲玲              ,0,87
610525194201170687,屠伟平              ,0,78
610525195910243601,次旦多吉            ,0,61
610525197602071026,周倩                ,0,44
610525198707211915,宋岩                ,1,33
61052519900304253X,陈纪东              ,1,30
610525199008310273,翟玉峰              ,1,30
610526194504140502,张英                ,0,75
610526194509103233,廖尚玉              ,1,75
610526195206041535,范灿彬              ,1,68
610526195211113636,方荣峰              ,1,68
610526196908010068,朱娜                ,0,51
610526197110103139,陈建良              ,1,49
610526197307012679,吴侃                ,1,47
610526199205302519,徐金忠              ,1,28
61052619921204196X,廖丽                ,0,28
610526199803193092,李明篇              ,1,22
610527194003044543,何小英              ,0,80
610527196210132326,莫彩红              ,0,58
610527196609012457,王永坚              ,1,54
610527197106083557,王磊                ,1,49
610527197802274672,杨晓宁              ,1,42
610527199001270945,徐春香              ,0,30
610527201106290707,张桂冰              ,0,9
610528193012132862,余开吉              ,0,90
610528195711223113,杨杰生              ,1,63
610528196904254332,刘利良              ,1,51
610528197304060803,赵琴                ,0,47
610528198405262871,黄彩华              ,1,36
610528198511263288,张建玲              ,0,35
61052819860614277X,应晓明              ,1,34
610528198811032502,马明芳              ,0,32
610528199101223149,徐靖                ,0,29
610528199706264154,卫进海              ,1,23
610528200801154805,张利君              ,0,12
610581193108292432,陈悦竟              ,1,89
610581194708141448,张丹                ,0,73
610581195108161706,徐晶晶              ,0,69
61058119550304389X,胡明选              ,1,65
610581195909143719,景潇佳              ,1,61
610581196512293027,范云妹              ,0,55
610581196801043032,张超源              ,1,52
610581199509050546,闾洁                ,0,25
61058120110718260X,韦海珠              ,0,9
610582193006194600,毛玉珍              ,0,90
610582194407283799,王德福              ,1,76
610582194607254730,刘付贵              ,1,74
610582195410023933,李宗亮              ,1,66
610582195809264026,张梦霞              ,0,62
610582198012294459,叶建峰              ,1,40
610582198303044855,张烽                ,1,37
61058219940411399X,张锁宇              ,1,26
610602193107154708,汪赵香              ,0,89
610602193707310532,徐月刚              ,1,83
610602194009010297,吴维津              ,1,80
610602194109083776,朱支军              ,1,79
610602194905261422,吴琼                ,0,71
610602195608102884,梁婉婵              ,0,64
610602197103271075,李宏强              ,1,49
610602197802023230,盛建                ,1,42
610602198104104265,段春艳              ,0,39
610602198411231651,白凯                ,1,36
610602199303154542,汤家瑶              ,0,27
610602200405290030,吴有伟              ,1,16
610603193706164103,王秋芳              ,0,83
610603196412252996,钱立滨              ,1,56
610603199608291106,吴赛花              ,0,24
61060320071104239X,宋良军              ,1,13
610603201303011134,林川力              ,1,7
610621193404173234,张崧                ,1,86
610621195203213489,秦张淼              ,0,68
610621195408011338,何锦挥              ,1,66
610621195706193651,吴佳超              ,1,63
610621196912213574,范义勇              ,1,51
610621197502222798,金鹏                ,1,45
610621198408044969,宁梅                ,0,36
610621198605271298,唐伟杰              ,1,34
610621199105291377,关昱                ,1,29
610621199212283970,史故臣              ,1,28
610622193608274746,胡云燕              ,0,84
610622193912201218,高航                ,1,81
61062219441113463X,吴学锋              ,1,76
610622194501250730,吕国泉              ,1,75
610622194704302035,房黎明              ,1,73
610622195001032539,胡海荣              ,1,70
610622195012110715,赵庆云              ,1,70
610622196001290938,刘知                ,1,60
610622196103014977,周利                ,1,59
610622196106301007,於雪娟              ,0,59
610622197101083113,苏凯                ,1,49
610622197108044299,董国承              ,1,49
610622197402063028,沈庆玲              ,0,46
610625193207122740,凌娟                ,0,88
610625194501103051,朱奥迪              ,1,75
610625194805052740,姚敏                ,0,72
610625195210010538,徐春锋              ,1,68
610625198508063070,刘朝荣              ,1,35
610625198705011173,熊昌伟              ,1,33
610625199301082594,赖锦连              ,1,27
610625201602054650,皮之兵              ,1,4
610626194302240316,蒋笠                ,1,77
6106261957040799 2,吴旭宇              ,1,63
610626196104090811,刘胜成              ,1,59
610626197609272930,黄飞峰              ,1,44
610626198907241897,周恩                ,1,31
610626199011062321,李安蕾              ,0,30
610626200501161942,顾蓉                ,0,15
610626200708100346,杨靖                ,0,13
61062719301011239X,吴超玮              ,1,90
610627194805303995,谭小兵              ,1,72
610627196103071754,范利学              ,1,59
610627196508281530,潘嵩                ,1,55
61062719680927107X,段胜星              ,1,52
610627197501292055,赵青国              ,1,45
610627199401023535,傅香桔              ,1,26
610628194802093300,沈芸花              ,0,72
610628195301230199,白一帆              ,1,67
610628197205041602,黄冬玲              ,0,48
61062819760708287X,李家琪              ,1,44
61062819760809133X,鲁靖亮              ,1,44
610628199609244165,姜晓洁              ,0,24
610628201606260143,曹妍                ,0,4
610628201705111450,许宇盛              ,1,3
610629193212100744,吴丽娟              ,0,88
610629193604282559,贺鲁                ,1,84
610629193908042511,彭荣杰              ,1,81
610629195410312851,徐睿                ,1,66
610629195501122885,伍锡兰              ,0,65
610629195606261531,王辉                ,1,64
610629195711012908,贺萍                ,0,63
610629195901252670,江宏                ,1,61
610629196604071464,干淑媛              ,0,54
610629197112150099,王晓满              ,1,49
610629199308142903,李媛媛              ,0,27
610629200904292954,张善启              ,1,11
610629201012160512,李铃生              ,1,10
610630193603092644,蔡飞英              ,0,84
610630197508200342,龚彦妮              ,0,45
610630198911131038,谢杨杰              ,1,31
610630199307221891,储兴中              ,1,27
610630199811100888,任莹                ,0,22
610630201203211250,钟惠强              ,1,8
610631194905242813,丁凤明              ,1,71
610631195701084766,王荣丽              ,0,63
610631195712253932,崔金初              ,1,63
610631195806183189,温艳                ,0,62
610631196707233413,孟宪锋              ,1,53
610631198604054403,王海苗              ,0,34
610631200005084299,付勇涛              ,1,20
610631200810060580,蔡琴                ,0,12
610632193508094732,陈才荣              ,1,85
610632195611104109,曹阳琴              ,0,64
610632196610111352,叶杰                ,1,54
61063219680512142X,秦雪                ,0,52
610632196911092669,黄巍菁              ,0,51
610632197111092331,朱玉                ,1,49
610632197603312070,黄建强              ,1,44
610632198608312867,刘艳                ,0,34
610632199311031591,侯立为              ,1,27
610632199908091394,蒋立                ,1,21
610632201212253789,雷芳                ,0,8
610681193302261977,阳勇                ,1,87
610681194903282014,何厚中              ,1,71
610681196202051378,江月                ,1,58
61068119630418178X,方淑玲              ,0,57
610681196810023784,沈珊珊              ,0,52
610681197412054299,梅文毫              ,1,46
610681197412092519,胡专政              ,1,46
610681198708240757,梁毅                ,1,33
610681199411171644,沈周璐              ,0,26
610681200510160233,蔡亚堤              ,1,15
610702194412280479,栾晓林              ,1,76
610702194808270701,韩永芝              ,0,72
61070219540509033X,王香山              ,1,66
610702196009210699,魏哲雄              ,1,60
610702201312084457,陈祖涛              ,1,7
610703199406253852,林文杰              ,1,26
610722193010261890,李菊华              ,1,90
610722194001170895,毛江洪              ,1,80
610722196110180709,许静                ,0,59
610722196509280701,王智卉              ,0,55
610722196909223052,刘烨                ,1,51
610723194708190618,陆秋佳              ,1,73
610723195009301774,李晓宁              ,1,70
610723198412053102,许振玲              ,0,36
610723198701090233,徐国庆              ,1,33
610723200506283195,梁小成              ,1,15
610724194609122851,陈建山              ,1,74
610724196005032491,李忠辉              ,1,60
61072419661023119X,贾兴鹏              ,1,54
61072419661226450X,胡斌君              ,0,54
610724198410222837,赵化村              ,1,36
610724199605033061,王国萍              ,0,24
610725195503092253,谷立东              ,1,65
610725198304214047,姚玉芹              ,0,37
610726193404011275,邢若坤              ,1,86
610726194611273360,徐乃兰              ,0,74
610726194703151248,王佳楠              ,0,73
610726196111141192,金杰                ,1,59
610726197810233656,陈晔                ,1,42
610726198111030838,百元明              ,1,39
610726198111290402,钱丽娟              ,0,39
610726199011253449,黄朝红              ,0,30
610726200611193350,陈宏玮              ,1,14
610727193703112689,鲁雪萍              ,0,83
61072719570418152X,许冰茹              ,0,63
610727196803242898,薄涛                ,1,52
610727197010131244,陈素琴              ,0,50
610727200612252865,沈薇                ,0,14
610727201108251147,张小玲              ,0,9
61072819330401421X,李建设              ,1,87
610728193304171485,喻先慧              ,0,87
610728195409070057,赵有经              ,1,66
610728197210090738,丁国华              ,1,48
610728198703263275,李龙                ,1,33
61072819920716351X,刁贵洋              ,1,28
610728199808260411,陶志滨              ,1,22
610728200902171744,詹萍                ,0,11
610729193102011420,胡瑞玲              ,0,89
610729193209080100,虞婷婷              ,0,88
610729195709102053,冯雪时              ,1,63
610729196202040353,王佳卓              ,1,58
610729197506271550,汤美文              ,1,45
61072919811102439X,严添天              ,1,39
610729198807293395,陆建华              ,1,32
610729199712300278,李献学              ,1,23
610729199909024203,闫帅琴              ,0,21
610729200211273254,郭双华              ,1,18
610729200801290775,陈光志              ,1,12
610730194406020510,郑正德              ,1,76
610730196105082274,姜元武              ,1,59
610730197502014624,陈立娟              ,0,45
610730198211120675,常益                ,1,38
610730200309053896,章福幸              ,1,17
610802193404172524,胡卉青              ,0,86
610802194803273458,蒲建民              ,1,72
610802196103123415,徐翁法              ,1,59
610802196710052655,李云                ,1,53
610802197406074037,张向阳              ,1,46
610802200312112893,伍欣星              ,1,17
610802200510280935,朱俊华              ,1,15
610802201012192419,于威                ,1,10
610803193106210779,尔晓峰              ,1,89
610803194412101532,蔡晓笙              ,1,76
610803195107064311,陈生根              ,1,69
610803195811193491,赵映儿              ,1,62
610803199201281695,常亮                ,1,28
610803199602054426,胡辰燕              ,0,24
610803200305311524,邹锦玲              ,0,17
610803200704063812,曹乃若              ,1,13
610822193607291684,解姗姗              ,0,84
61082219540208447X,鹿晨光              ,1,66
610822197506274103,马嫣                ,0,45
610822197704153898,蔡炬新              ,1,43
610822197806292071,朱军波              ,1,42
610822198007251374,祁森                ,1,40
610822199902264758,沈明明              ,1,21
610822200707113458,张智程              ,1,13
610824193312260728,司文娟              ,0,87
610824193804023454,赵彦鹏              ,1,82
610824193809063519,任海龙              ,1,82
610824196703182732,章银军              ,1,53
610824197606241854,左全海              ,1,44
610824198008043887,谢若男              ,0,40
610824198312180288,吴瑶冰              ,0,37
610824199104024875,翟洪斌              ,1,29
610824199805113379,贾志杰              ,1,22
610824199812164457,梁德宏              ,1,22
610824201007254855,汪陆逊              ,1,10
61082519320423385X,罗颜                ,1,88
610825193206013332,李震                ,1,88
610825193206091074,杨拯国              ,1,88
610825193502235001,马丽                ,0,85
610825193601030458,高杰灿              ,1,84
610825195904152654,杜伟虎              ,1,61
610825196804144950,王泽云              ,1,52
610825200203073893,李孝松              ,1,18
61082520030723265X,陈创优              ,1,17
610825201011174512,毛春镔              ,1,10
610825201509261349,钟晓平              ,0,5
610826193111101723,蔡珊珊              ,0,89
610826194210210057,王军新              ,1,78
610826198108293798,王玉华              ,1,39
610826198703044171,吴裕明              ,1,33
610826198807040802,程金兰              ,0,32
610826199210140119,曾一洲              ,1,28
610826199405053920,龚燕                ,0,26
610826199704140223,李丹                ,0,23
610826200804181722,陈玲霞              ,0,12
610826201407214177,弛悦心              ,1,6
610827194712262339,聂军                ,1,73
610827197103131492,崔凯业              ,1,49
610827198404283670,齐建浩              ,1,36
610827200209113123,易静娴              ,0,18
610827200301112203,夏雯                ,0,17
610827200412202412,李阳                ,1,16
61082819570218063X,郑羿                ,1,63
610828196809031786,黄永真              ,0,52
610828201302133728,吕晓琴              ,0,7
610829195408201440,邓慧                ,0,66
610829196308172181,刘娴                ,0,57
610829196610013018,汪涤南              ,1,54
610829197106194627,邹文娟              ,0,49
610829197407112322,罗漪                ,0,46
610829198712250451,徐伟栋              ,1,33
610829199205011629,丁秀颖              ,0,28
610829199211221825,居飞钰              ,0,28
610830193008251410,马意逸              ,1,90
610830193402243785,王滨燕              ,0,86
610830193901293541,潘丹                ,0,81
610830195012100833,常激                ,1,70
610830195405160933,薛杰                ,1,66
610830195512074969,谢俊敏              ,0,65
610830195803284237,薛烨                ,1,62
610830195804101674,李燕寸              ,1,62
610830197405063892,廖泓                ,1,46
610830197709202046,曾照菊              ,0,43
610830199503061697,密建杰              ,1,25
610830200105282510,洪通                ,1,19
610830200203204137,白云生              ,1,18
610830201207220710,梁志雄              ,1,8
610831193109232178,恽童                ,1,89
610831194608013257,刘海洋              ,1,74
610831195602064816,蒋洪凯              ,1,64
610831196106051455,孔荣                ,1,59
610831196210053813,徐思尧              ,1,58
610831196908141364,钱永平              ,0,51
610831197001254613,马林杰              ,1,50
610831198412290170,毛建忠              ,1,36
610831201007310777,刘清文              ,1,10
610831201203050917,姚伟华              ,1,8
610831201203191015,游春云              ,1,8
610881193208144046,王凤英              ,0,88
610881194001313564,闵美娟              ,0,80
610881195205170141,徐艳霞              ,0,68
610881195608241215,王嘉安              ,1,64
610881199504163070,刘晓鸣              ,1,25
610881200201314973,朱嘉                ,1,18
610881201412044058,刘泉                ,1,6
610902193011044666,朱建英              ,0,90
610902194409053938,郭明春              ,1,76
610902194705250012,金奇韬              ,1,73
61090219490726202X,雷淑英              ,0,71
610902196002154373,陈渝                ,1,60
610902196304240939,陆晓华              ,1,57
610902196412304637,李立博              ,1,56
61090219810214354X,孙云吉              ,0,39
610902198803124026,金雅敏              ,0,32
610902198803192934,徐云峰              ,1,32
610902200206150314,周桂福              ,1,18
610921193610133950,谢峰                ,1,84
610921193802052637,马晓普              ,1,82
610921198207043157,刘汉基              ,1,38
610921198405214156,周锋                ,1,36
610921198508201702,葛海青              ,0,35
610921198712294176,路小江              ,1,33
610921199606101603,杨学勤              ,0,24
610921200612302554,刘洋                ,1,14
61092120100714146X,高育红              ,0,10
610922193101131363,魏莉                ,0,89
610922193701053549,王丹妮              ,0,83
610922194409194680,万琼                ,0,76
610922194509260665,江勤芹              ,0,75
610922194512024890,赵宏刚              ,1,75
610922196511211714,王德宝              ,1,55
61092219741208139X,梅冶华              ,1,46
610922200411113964,夏正芹              ,0,16
61092220090704320X,徐静静              ,0,11
610923193212113674,周兴王              ,1,88
610923195412082314,奚立峰              ,1,66
610923195508163987,钱银婕              ,0,65
610923196004240592,张德洪              ,1,60
610923196802201985,刘伶                ,0,52
610923196807040279,李俊杰              ,1,52
610923197908222754,胡尚刚              ,1,41
610923201208203973,孙延庆              ,1,8
610924195701313576,任清锋              ,1,63
610924196007181491,阎海杰              ,1,60
610924197908170073,严立锋              ,1,41
610924198401242984,陆扣娟              ,0,36
610924198901100149,龚雪琴              ,0,31
610924200503251638,牛志勇              ,1,15
61092420060807069X,冀荔                ,1,14
610924201501203872,王冲                ,1,5
610925193108242540,陈燮楠              ,0,89
610925194012242372,干召成              ,1,80
610925195010281006,卢妙英              ,0,70
610925197201271854,刘新改              ,1,48
610925201606162639,麻秋兴              ,1,4
61092619310813348X,张琳                ,0,89
61092619590824251X,朱振超              ,1,61
610926198412011738,王国梁              ,1,36
610926199210242399,梅一                ,1,28
610926199811093616,汪小华              ,1,22
610926200505304505,赵璇                ,0,15
610927194508142351,张连金              ,1,75
610927195201181182,黄敏敏              ,0,68
610927195308060444,王冬洁              ,0,67
610927195912151246,李世平              ,0,61
610927196308183676,黄亚明              ,1,57
610927197308141163,奕丽                ,0,47
610927198308012163,许爱琴              ,0,37
610927198501142728,张可平              ,0,35
610927198806133945,刘娟                ,0,32
610927199307170623,李婷婷              ,0,27
61092720101030351X,徐成国              ,1,10
610927201610163039,李小波              ,1,4
610928193106254969,沈益妹              ,0,89
610928193605250612,程春松              ,1,84
610928194402190829,张丽莎              ,0,76
61092819660609191X,苏辉忠              ,1,54
610928197511293775,叶泓                ,1,45
610928197910133592,刘山峰              ,1,41
610928200512224258,唐品宏              ,1,15
61092820110225343X,储伟军              ,1,9
610929193307202379,钟彩利              ,1,87
610929194206221858,张一雷              ,1,78
610929195811172462,郑真                ,0,62
610929196708024503,吴少英              ,0,53
610929197109254360,李志梅              ,0,49
610929198512094891,刘梓含              ,1,35
610929198605280458,江启金              ,1,34
610929200505151114,王迪清              ,1,15
611002193802041025,刘长翠              ,0,82
61100219510729162X,李思莹              ,0,69
611002195609180575,张金免              ,1,64
611002198203281572,王智                ,1,38
611002199404224034,杨世旺              ,1,26
611002199707140997,边巴次仁            ,1,23
61100220010405135X,庄中会              ,1,19
611021193111041973,李嘉琪              ,1,89
611021193206141539,孙晋单              ,1,88
611021193412160095,柯君坤              ,1,86
611021195806194836,唐富林              ,1,62
611021196501120005,李小娥              ,0,55
611021197107042840,毛红平              ,0,49
611021197812132534,肖卿俊              ,1,42
611021198207224072,温俊涛              ,1,38
611021198812202517,费烨                ,1,32
61102119900215081X,金立峰              ,1,30
611021199612244143,裴一洁              ,0,24
611021200701233484,罗燕                ,0,13
611022195507153336,王辰                ,1,65
611022197310024150,史海琦              ,1,47
611022199704274151,刘晓斌              ,1,23
611022199709121250,吴润豪              ,1,23
611022200408134651,钱云晨              ,1,16
611022200510143861,周传青              ,0,15
611023193305271235,张瑞                ,1,87
611023193605211031,杨依依              ,1,84
611023197907203991,项成国              ,1,41
611023199207031817,张西云              ,1,28
61102320040727195X,曹志文              ,1,16
611024193701191209,郝惠梅              ,0,83
611024194003241082,曹桂霞              ,0,80
611024195209270430,杨新建              ,1,68
611024196201044150,蒋振                ,1,58
611024196506053031,龚安速              ,1,55
611024197306100950,车德军              ,1,47
611024199207120058,倪斌强              ,1,28
611024200402032905,冯斐斐              ,0,16
61102519380714284X,姚叶萍              ,0,82
611025195001252555,沈显超              ,1,70
611025196612150114,文彪                ,1,54
611025196701174273,胡庆积              ,1,53
611025199005253131,任鹏                ,1,30
611025199101301500,徐晶                ,0,29
611025199611012979,宋兴林              ,1,24
611025200703041000,王叶芳              ,0,13
611026193404164338,范卓文              ,1,86
611026194002190298,苏延宾              ,1,80
611026195211304831,赵玉成              ,1,68
611026198505031633,张云侠              ,1,35
611026198705231816,毛英柯              ,1,33
611026199712090710,李岗                ,1,23
611026199906173610,谢日安              ,1,21
611026199908074202,陈兰                ,0,21
611026201001221390,徐展                ,1,10
620102193811042747,喻青媛              ,0,82
620102193903310999,鲁锦                ,1,81
620102194004113099,吕玉浩              ,1,80
620102194612293396,刘彪                ,1,74
620102194701011995,吴明明              ,1,73
620102195007214914,朱建峰              ,1,70
620102196603210885,时娜                ,0,54
620102197705303227,曾志萍              ,0,43
62010219820211199X,崔永明              ,1,38
620102198312181657,郝明                ,1,37
620102198502014155,赵国斌              ,1,35
620102200601073521,赵选珑              ,0,14
620102200802051812,邵新生              ,1,12
620102201007133602,许艳梅              ,0,10
62010220111104153X,张著海              ,1,9
620102201509190391,刘伟斌              ,1,5
620103193102250769,孙荣莹              ,0,89
620103194208010274,高泠                ,1,78
620103196307221340,王菊梅              ,0,57
62010319700216129X,徐金标              ,1,50
620103199405110111,袁晓星              ,1,26
620103199708163069,姚彤霞              ,0,23
620103199902124215,杨垒                ,1,21
620103200207040795,朱亚明              ,1,18
620103200309033238,吴桂云              ,1,17
620103201203142318,符传鸿              ,1,8
620103201707173230,盛翔                ,1,3
620104196310053110,赵洪均              ,1,57
620104196801160877,卢锋                ,1,52
620104196904120632,周蔚                ,1,51
620104197604224872,李凤清              ,1,44
620104199803133593,韦埠池              ,1,22
620104200406180084,高芬                ,0,16
620104200502094020,郑雅君              ,0,15
620104200906070180,钟玲                ,0,11
620104201208132959,林修贵              ,1,8
620105193305191597,潘露清              ,1,87
62010519510807012X,俞雅琴              ,0,69
620105195210211232,刘伽瑜              ,1,68
620105197209084298,谷新举              ,1,48
62010520140607440X,李爱莲              ,0,6
620105201409130315,杨林森              ,1,6
620111193903151891,葛启耀              ,1,81
620111194402290011,高楼                ,1,76
620111196103250473,吴佳清              ,1,59
620111198403182352,杨赫                ,1,36
620111200102050997,赵吉利              ,1,19
620111200308070512,韩小恒              ,1,17
620111201003312757,林伙明              ,1,10
620121193312262533,张东伟              ,1,87
620121193612173284,孙雪薇              ,0,84
620121194007172798,黄从义              ,1,80
620121194201154948,翁晓梅              ,0,78
620121194603052549,邵艳                ,0,74
620121196303154219,胡大国              ,1,57
620121196308220617,张昭辉              ,1,57
620121198003241352,马毓                ,1,40
620121199811234972,牟伟                ,1,22
620121201008031172,王静波              ,1,10
620121201407111014,胡家增              ,1,6
62012120170713252X,陆洁琴              ,0,3
620122194710132751,谢金祥              ,1,73
620122194808083943,黄金花              ,0,72
620122194907213686,陈锡香              ,0,71
620122196106071373,马建明              ,1,59
620122197801124750,王丽铭              ,1,42
620122199704293615,曹昌永              ,1,23
620122200203302451,胡文龙              ,1,18
620122200611053589,龙葵花              ,0,14
62012220071205189X,陈幼儿              ,1,13
620122200804153308,周茜                ,0,12
620122201605051004,齐旭君              ,0,4
620123194407141491,付强小              ,1,76
620123194901101110,吴哲                ,1,71
620123197906043419,杜文波              ,1,41
620302193103214342,杨玲                ,0,89
620302196903101526,柴凤香              ,0,51
620302199506201324,张云霞              ,0,25
62030220000516281X,朱鑫                ,1,20
620302200311212731,黄永勋              ,1,17
620302201510191739,袁鹏飞              ,1,5
620321193706252830,程杰                ,1,83
